Title                                                           27.01.2026 17:17
________________________________________________________________________________

Title


Curve Name:
  $INFILL-80
  Sample Weight
Curve Values:
          Index              t             Ts             Tr          Value
                           [s]           [°C]           [°C]           [mg]
              0              0        36.8674             30        4.05946
              1              1        36.8684        30.1667        4.05917
              2              2        36.8953        30.3333        4.05899
              3              3        36.9379           30.5         4.0589
              4              4        36.9987        30.6667        4.05887
              5              5        37.0985        30.8333        4.05896
              6              6        37.1918             31        4.05912
              7              7        37.3059        31.1667        4.05932
              8              8        37.4214        31.3333        4.05953
              9              9        37.5537           31.5        4.05998
             10             10        37.6912        31.6667        4.06022
             11             11        37.8495        31.8333         4.0604
             12             12        37.9883             32        4.06056
             13             13        38.1388        32.1667        4.06054
             14             14        38.2931        32.3333        4.06058
             15             15        38.4449           32.5        4.06061
             16             16        38.6018        32.6667        4.06063
             17             17        38.7666        32.8333        4.06059
             18             18        38.9235             33        4.06056
             19             19        39.0935        33.1667        4.06053
             20             20        39.2582        33.3333        4.06049
             21             21        39.4294           33.5        4.06045
             22             22        39.6123        33.6667        4.06046
             23             23        39.7757        33.8333        4.06055
             24             24        39.9508             34        4.06069
             25             25        40.1167        34.1667        4.06094
             26             26        40.2996        34.3333        4.06112
             27             27        40.4721           34.5        4.06127
             28             28        40.6406        34.6667        4.06139
             29             29        40.8104        34.8333        4.06147
             30             30        40.9998             35        4.06149
             31             31        41.1696        35.1667        4.06146
             32             32        41.3472        35.3333         4.0614
             33             33        41.5313           35.5        4.06116
             34             34        41.6985        35.6667        4.06101
             35             35        41.8708        35.8333        4.06087
             36             36        42.0536             36        4.06074
             37             37         42.226        36.1667        4.06062
             38             38        42.3905        36.3333        4.06053
             39             39        42.5746           36.5        4.06045
             40             40        42.7365        36.6667        4.06038
             41             41        42.9323        36.8333        4.06033
             42             42        43.0929             37        4.06033
             43             43        43.2587        37.1667        4.06031
             44             44        43.4245        37.3333        4.06028
             45             45        43.6033           37.5        4.06025
             46             46        43.7704        37.6667        4.06023
             47             47        43.9387        37.8333        4.06019
             48             48        44.1162             38        4.06016
             49             49        44.2755        38.1667        4.06012
             50             50        44.4425        38.3333        4.06006
             51             51        44.6291           38.5        4.06001
             52             52        44.7909        38.6667        4.05995
             53             53         44.958        38.8333        4.05988
             54             54        45.1263             39        4.05981
             55             55        45.2842        39.1667        4.05974
             56             56        45.4486        39.3333        4.05968
             57             57        45.6143           39.5        4.05962
             58             58        45.7826        39.6667        4.05957
             59             59        45.9483        39.8333        4.05952
             60             60        46.1179             40        4.05947
             61             61         46.281        40.1667        4.05941
             62             62        46.4493        40.3333        4.05937
             63             63        46.6136           40.5        4.05932
             64             64        46.7676        40.6667        4.05927
             65             65        46.9267        40.8333        4.05922
             66             66        47.0963             41        4.05916
             67             67        47.2515        41.1667        4.05911
             68             68         47.425        41.3333        4.05907
             69             69        47.5867           41.5        4.05902
             70             70        47.7419        41.6667          4.059
             71             71        47.9088        41.8333        4.05897
             72             72        48.0653             42        4.05895
             73             73         48.227        42.1667        4.05892
             74             74        48.4018        42.3333        4.05892
             75             75        48.5648           42.5         4.0589
             76             76        48.7174        42.6667        4.05887
             77             77        48.8842        42.8333        4.05885
             78             78        49.0498             43        4.05881
             79             79        49.2154        43.1667        4.05877
             80             80        49.3693        43.3333        4.05874
             81             81        49.5323           43.5        4.05871
             82             82        49.6952        43.6667        4.05867
             83             83        49.8738        43.8333        4.05864
             84             84        50.0277             44        4.05861
             85             85        50.1841        44.1667        4.05857
             86             86        50.3458        44.3333        4.05855
             87             87        50.5074           44.5        4.05853
             88             88        50.6756        44.6667         4.0585
             89             89        50.8424        44.8333        4.05848
             90             90        51.0027             45        4.05847
             91             91        51.1605        45.1667        4.05844
             92             92        51.3312        45.3333        4.05842
             93             93        51.4759           45.5        4.05839
             94             94        51.6427        45.6667        4.05837
             95             95        51.8056        45.8333        4.05835
             96             96        51.9659             46        4.05833
             97             97         52.134        46.1667        4.05831
             98             98         52.293        46.3333        4.05829
             99             99        52.4573           46.5        4.05827
            100            100        52.6254        46.6667        4.05824
            101            101        52.7778        46.8333        4.05822
            102            102        52.9394             47         4.0582
            103            103        53.1075        47.1667        4.05817
            104            104        53.2691        47.3333        4.05814
            105            105        53.4268           47.5        4.05811
            106            106        53.5884        47.6667        4.05808
            107            107        53.7473        47.8333        4.05806
            108            108        53.9154             48        4.05803
            109            109        54.0809        48.1667        4.05801
            110            110        54.2307        48.3333        4.05798
            111            111        54.4014           48.5        4.05795
            112            112        54.5552        48.6667        4.05792
            113            113        54.7219        48.8333        4.05789
            114            114        54.8861             49        4.05785
            115            115        55.0463        49.1667        4.05782
            116            116        55.1935        49.3333        4.05779
            117            117        55.3616           49.5        4.05776
            118            118        55.5192        49.6667        4.05775
            119            119        55.6873        49.8333        4.05772
            120            120        55.8488             50        4.05769
            121            121        56.0103        50.1667        4.05764
            122            122        56.1771        50.3333        4.05761
            123            123        56.3282           50.5        4.05759
            124            124        56.4858        50.6667        4.05758
            125            125        56.6356        50.8333        4.05756
            126            126        56.8024             51        4.05755
            127            127        56.9639        51.1667        4.05753
            128            128        57.1228        51.3333        4.05751
            129            129        57.2882           51.5        4.05748
            130            130        57.4497        51.6667        4.05745
            131            131         57.606        51.8333        4.05742
            132            132         57.761             52        4.05738
            133            133        57.9264        52.1667        4.05734
            134            134         58.084        52.3333         4.0573
            135            135        58.2442           52.5        4.05725
            136            136        58.4018        52.6667        4.05721
            137            137        58.5646        52.8333        4.05717
            138            138        58.7209             53        4.05712
            139            139        58.8681        53.1667        4.05708
            140            140        59.0296        53.3333        4.05704
            141            141        59.1924           53.5          4.057
            142            142         59.333        53.6667        4.05696
            143            143         59.501        53.8333        4.05692
            144            144        59.6495             54        4.05688
            145            145        59.8162        54.1667        4.05684
            146            146        59.9763        54.3333         4.0568
            147            147        60.1339           54.5        4.05675
            148            148        60.2928        54.6667        4.05671
            149            149        60.4491        54.8333        4.05666
            150            150        60.6157             55        4.05662
            151            151        60.7707        55.1667        4.05657
            152            152        60.9217        55.3333        4.05653
            153            153        61.0884           55.5        4.05649
            154            154        61.2408        55.6667        4.05644
            155            155        61.3983        55.8333         4.0564
            156            156        61.5481             56        4.05635
            157            157        61.7004        56.1667        4.05631
            158            158        61.8593        56.3333        4.05627
            159            159        62.0025           56.5        4.05622
            160            160        62.1627        56.6667        4.05617
            161            161         62.315        56.8333        4.05612
            162            162        62.4778             57        4.05608
            163            163        62.6327        57.1667        4.05604
            164            164        62.7877        57.3333          4.056
            165            165          62.94           57.5        4.05596
            166            166        63.1014        57.6667        4.05593
            167            167         63.246        57.8333        4.05589
            168            168        63.4048             58        4.05586
            169            169        63.5623        58.1667        4.05582
            170            170        63.7225        58.3333        4.05579
            171            171        63.8735           58.5        4.05576
            172            172        64.0206        58.6667        4.05572
            173            173         64.173        58.8333        4.05568
            174            174        64.3448             59        4.05563
            175            175        64.4906        59.1667        4.05558
            176            176        64.6443        59.3333        4.05554
            177            177        64.7927           59.5        4.05549
            178            178        64.9528        59.6667        4.05543
            179            179        65.0999        59.8333        4.05538
            180            180        65.2496             60        4.05533
            181            181        65.4084        60.1667        4.05528
            182            182        65.5503        60.3333        4.05523
            183            183        65.7183           60.5        4.05518
            184            184        65.8641        60.6667        4.05513
            185            185         66.019        60.8333        4.05507
            186            186        66.1804             61        4.05501
