Title                                                           13.02.2026 14:27
________________________________________________________________________________

Title


Curve Name:
  $D80-TN220-V80-TB80
  Sample Weight
Curve Values:
          Index              t             Ts             Tr          Value
                           [s]           [°C]           [°C]           [mg]
              0              0        36.6434             30        4.79947
              1              1        36.6457        30.1667        4.79923
              2              2        36.6648        30.3333         4.7991
              3              3        36.7009           30.5        4.79905
              4              4        36.7617        30.6667        4.79908
              5              5         36.842        30.8333        4.79921
              6              6        36.9275             31        4.79942
              7              7        37.0364        31.1667        4.79966
              8              8        37.1622        31.3333        4.80021
              9              9        37.2776           31.5        4.80054
             10             10        37.4047        31.6667         4.8008
             11             11        37.5357        31.8333        4.80103
             12             12        37.6836             32        4.80112
             13             13        37.8263        32.1667        4.80122
             14             14        37.9755        32.3333         4.8013
             15             15         38.122           32.5        4.80134
             16             16        38.2711        32.6667        4.80128
             17             17         38.432        32.8333        4.80125
             18             18         38.585             33        4.80123
             19             19        38.7432        33.1667        4.80119
             20             20        38.9015        33.3333        4.80113
             21             21        39.0597           33.5        4.80108
             22             22        39.2309        33.6667        4.80104
             23             23        39.3903        33.8333        4.80099
             24             24        39.5628             34        4.80094
             25             25        39.7236        34.1667        4.80089
             26             26        39.8934        34.3333        4.80086
             27             27        40.0698           34.5        4.80084
             28             28        40.2344        34.6667        4.80085
             29             29        40.3939        34.8333        4.80086
             30             30        40.5702             35        4.80086
             31             31        40.7543        35.1667        4.80087
             32             32         40.915        35.3333         4.8009
             33             33        41.0705           35.5         4.8009
             34             34        41.2455        35.6667         4.8009
             35             35        41.4152        35.8333         4.8009
             36             36         41.585             36        4.80087
             37             37          41.76        36.1667        4.80086
             38             38        41.9258        36.3333        4.80084
             39             39        42.0891           36.5        4.80083
             40             40        42.2679        36.6667        4.80081
             41             41        42.4272        36.8333         4.8008
             42             42        42.6073             37        4.80078
             43             43         42.764        37.1667        4.80077
             44             44        42.9246        37.3333        4.80074
             45             45        43.0865           37.5        4.80072
             46             46        43.2666        37.6667         4.8007
             47             47        43.4337        37.8333        4.80069
             48             48        43.6008             38        4.80067
             49             49        43.7548        38.1667        4.80066
             50             50        43.9258        38.3333        4.80064
             51             51        44.0928           38.5        4.80061
             52             52        44.2481        38.6667        4.80059
             53             53          44.41        38.8333        4.80059
             54             54        44.5718             39         4.8006
             55             55        44.7427        39.1667         4.8006
             56             56        44.9006        39.3333        4.80083
             57             57        45.0676           39.5        4.80095
             58             58        45.2281        39.6667        4.80077
             59             59        45.3873        39.8333        4.80056
             60             60        45.5452             40        4.80051
             61             61        45.7031        40.1667        4.80047
             62             62        45.8453        40.3333        4.80047
             63             63        46.0227           40.5        4.80047
             64             64        46.1676        40.6667        4.80046
             65             65        46.3332        40.8333        4.80064
             66             66         46.495             41        4.80066
             67             67         46.658        41.1667        4.80066
             68             68        46.8158        41.3333        4.80069
             69             69        46.9633           41.5        4.80087
