Title                                                           13.02.2026 11:54
________________________________________________________________________________

Title


Curve Name:
  $D80-TN220-V60-TB80
  Sample Weight
Curve Values:
          Index              t             Ts             Tr          Value
                           [s]           [°C]           [°C]           [mg]
              0              0        36.9388             30         2.9895
              1              1        36.9397        30.1667         2.9893
              2              2         36.955        30.3333        2.98922
              3              3        36.9976           30.5        2.98922
              4              4         37.057        30.6667        2.98931
              5              5        37.1556        30.8333        2.98948
              6              6        37.2515             31         2.9897
              7              7        37.3591        31.1667        2.98994
              8              8        37.4797        31.3333        2.99043
              9              9        37.6263           31.5        2.99075
             10             10        37.7612        31.6667        2.99101
             11             11        37.8909        31.8333        2.99123
             12             12        38.0336             32        2.99132
             13             13        38.1906        32.1667        2.99143
             14             14        38.3437        32.3333        2.99151
             15             15        38.4928           32.5        2.99156
             16             16        38.6602        32.6667        2.99152
             17             17        38.8145        32.8333        2.99152
             18             18        38.9818             33        2.99153
             19             19        39.1492        33.1667        2.99152
             20             20        39.3243        33.3333         2.9915
             21             21        39.4903           33.5        2.99148
             22             22        39.6641        33.6667        2.99145
             23             23        39.8405        33.8333        2.99144
             24             24        40.0117             34        2.99143
             25             25        40.1868        34.1667        2.99142
             26             26        40.3657        34.3333        2.99142
             27             27        40.5434           34.5        2.99142
             28             28         40.721        34.6667        2.99142
             29             29         40.887        34.8333        2.99145
             30             30        41.0698             35        2.99146
             31             31        41.2409        35.1667        2.99147
             32             32        41.4211        35.3333        2.99148
             33             33        41.6013           35.5         2.9915
             34             34        41.7737        35.6667         2.9915
             35             35        41.9448        35.8333        2.99151
             36             36        42.1171             36        2.99152
             37             37        42.2921        36.1667        2.99152
             38             38        42.4788        36.3333        2.99153
             39             39        42.6498           36.5        2.99153
             40             40        42.8287        36.6667        2.99153
             41             41        42.9958        36.8333        2.99152
             42             42        43.1694             37        2.99152
             43             43        43.3534        37.1667        2.99152
             44             44        43.5179        37.3333        2.99153
             45             45         43.685           37.5        2.99152
             46             46        43.8729        37.6667        2.99153
             47             47        44.0348        37.8333        2.99154
             48             48        44.2084             38        2.99154
             49             49        44.3741        38.1667        2.99156
             50             50        44.5451        38.3333        2.99157
             51             51        44.7173           38.5        2.99158
             52             52        44.8844        38.6667         2.9916
             53             53        45.0553        38.8333        2.99163
             54             54         45.225             39        2.99166
