Title                                                           13.02.2026 14:30
________________________________________________________________________________

Title


Curve Name:
  $D80-TN220-V90-TB80
  Sample Weight
Curve Values:
          Index              t             Ts             Tr          Value
                           [s]           [°C]           [°C]           [mg]
              0              0        37.0002             30        4.45945
              1              1         37.005        30.1667         4.4592
              2              2        37.0137        30.3333        4.45907
              3              3        37.0459           30.5        4.45901
              4              4        37.1002        30.6667        4.45905
              5              5        37.1649        30.8333        4.45919
              6              6        37.2634             31        4.45939
              7              7        37.3619        31.1667        4.45963
              8              8        37.4656        31.3333        4.46015
              9              9        37.5888           31.5        4.46047
             10             10        37.7172        31.6667        4.46072
             11             11        37.8377        31.8333        4.46094
             12             12        37.9791             32        4.46102
             13             13        38.1205        32.1667        4.46112
             14             14        38.2606        32.3333         4.4612
             15             15        38.3993           32.5        4.46125
             16             16        38.5628        32.6667         4.4612
             17             17        38.7158        32.8333        4.46118
             18             18        38.8701             33        4.46117
             19             19        39.0244        33.1667        4.46114
             20             20          39.18        33.3333        4.46109
             21             21        39.3487           33.5        4.46105
             22             22        39.5108        33.6667        4.46101
             23             23        39.6741        33.8333        4.46096
             24             24        39.8271             34        4.46092
             25             25        39.9931        34.1667        4.46089
             26             26        40.1577        34.3333        4.46086
             27             27        40.3172           34.5        4.46084
             28             28        40.4922        34.6667        4.46084
             29             29        40.6477        34.8333        4.46083
             30             30        40.8214             35        4.46083
             31             31        40.9834        35.1667        4.46082
             32             32        41.1493        35.3333        4.46084
             33             33        41.3243           35.5        4.46085
             34             34        41.4876        35.6667        4.46086
             35             35        41.6535        35.8333        4.46087
             36             36        41.8115             36        4.46089
             37             37        41.9774        36.1667        4.46091
             38             38        42.1576        36.3333        4.46091
             39             39        42.3091           36.5        4.46091
             40             40        42.4879        36.6667         4.4609
             41             41        42.6511        36.8333         4.4609
             42             42          42.83             37        4.46089
             43             43        42.9919        37.1667        4.46089
             44             44        43.1538        37.3333         4.4609
             45             45         43.313           37.5        4.46092
             46             46        43.4749        37.6667        4.46095
             47             47        43.6394        37.8333        4.46098
             48             48        43.8051             38        4.46104
             49             49        43.9709        38.1667        4.46109
             50             50        44.1445        38.3333        4.46113
             51             51        44.3037           38.5        4.46116
             52             52        44.4695        38.6667        4.46118
             53             53        44.6196        38.8333        4.46118
             54             54        44.7931             39        4.46117
             55             55        44.9484        39.1667        4.46115
             56             56        45.1063        39.3333        4.46109
             57             57        45.2811           39.5        4.46105
             58             58        45.4299        39.6667        4.46101
             59             59        45.5904        39.8333        4.46096
             60             60        45.7496             40        4.46092
             61             61        45.9153        40.1667        4.46088
             62             62        46.0692        40.3333        4.46084
             63             63        46.2323           40.5        4.46081
             64             64        46.3784        40.6667        4.46078
             65             65        46.5454        40.8333        4.46076
             66             66        46.6954             41        4.46073
             67             67         46.865        41.1667         4.4607
             68             68        47.0072        41.3333        4.46068
             69             69        47.1611           41.5        4.46065
