Title                                                           04.02.2026 14:10
________________________________________________________________________________

Title


Curve Name:
  $D100-TN220-V70-TB80 
  Sample Weight
Curve Values:
          Index              t             Ts             Tr          Value
                           [s]           [°C]           [°C]           [mg]
              0              0        36.9136             30        2.19933
              1              1        36.9055        30.1667        2.19905
              2              2         36.922        30.3333        2.19896
              3              3        36.9776           30.5        2.19898
              4              4        37.0397        30.6667        2.19909
              5              5        37.1265        30.8333         2.1993
              6              6        37.2341             31        2.19957
              7              7        37.3404        31.1667        2.19985
              8              8        37.4675        31.3333         2.2004
              9              9        37.5959           31.5        2.20071
             10             10        37.7335        31.6667         2.2009
             11             11         37.867        31.8333        2.20105
             12             12        38.0345             32        2.20093
             13             13        38.1797        32.1667        2.20089
             14             14        38.3367        32.3333        2.20084
             15             15        38.4898           32.5        2.20077
             16             16        38.6597        32.6667        2.20059
             17             17        38.8297        32.8333        2.20047
             18             18        38.9866             33        2.20035
             19             19        39.1474        33.1667        2.20022
             20             20        39.3213        33.3333        2.20011
             21             21        39.4847           33.5        2.19999
             22             22         39.665        33.6667        2.19989
             23             23        39.8297        33.8333        2.19978
             24             24        40.0021             34         2.1997
             25             25        40.1824        34.1667        2.19961
             26             26        40.3601        34.3333        2.19953
             27             27        40.5378           34.5        2.19944
             28             28        40.7232        34.6667        2.19939
             29             29        40.8891        34.8333        2.19932
             30             30        41.0629             35        2.19926
             31             31        41.2379        35.1667        2.19919
             32             32        41.4168        35.3333        2.19914
             33             33        41.6022           35.5        2.19909
             34             34        41.7707        35.6667        2.19904
             35             35        41.9378        35.8333          2.199
             36             36        42.1245             36        2.19897
             37             37         42.306        36.1667        2.19893
             38             38        42.4758        36.3333        2.19888
             39             39        42.6546           36.5        2.19884
             40             40        42.8308        36.6667        2.19879
             41             41        43.0149        36.8333        2.19873
             42             42        43.1729             37        2.19867
             43             43         43.353        37.1667        2.19861
             44             44        43.5279        37.3333        2.19853
             45             45        43.7028           37.5        2.19847
             46             46        43.8634        37.6667         2.1984
             47             47         44.037        37.8333        2.19834
             48             48        44.2132             38        2.19829
             49             49        44.3894        38.1667        2.19823
             50             50        44.5525        38.3333        2.19818
             51             51        44.7143           38.5        2.19813
             52             52        44.8866        38.6667         2.1981
             53             53        45.0601        38.8333        2.19806
             54             54        45.2246             39        2.19802
             55             55        45.3864        39.1667        2.19798
             56             56         45.556        39.3333        2.19795
             57             57        45.7126           39.5        2.19791
             58             58        45.8874        39.6667        2.19787
             59             59        46.0583        39.8333        2.19783
             60             60        46.2123             40        2.19779
             61             61        46.3806        40.1667        2.19774
             62             62        46.5475        40.3333        2.19768
             63             63        46.7119           40.5        2.19763
             64             64        46.8893        40.6667        2.19756
             65             65        47.0524        40.8333         2.1975
             66             66        47.1959             41        2.19745
             67             67        47.3667        41.1667         2.1974
             68             68        47.5207        41.3333        2.19735
             69             69         47.685           41.5         2.1973
             70             70        47.8532        41.6667        2.19725
             71             71        48.0136        41.8333        2.19721
             72             72         48.178             42        2.19718
             73             73        48.3475        42.1667        2.19715
             74             74        48.5066        42.3333        2.19712
             75             75         48.667           42.5        2.19709
             76             76        48.8313        42.6667        2.19706
             77             77        48.9891        42.8333        2.19703
             78             78        49.1586             43        2.19699
             79             79         49.332        43.1667        2.19695
             80             80        49.4923        43.3333        2.19691
             81             81        49.6566           43.5        2.19688
             82             82         49.817        43.6667        2.19686
             83             83        49.9786        43.8333        2.19683
             84             84        50.1494             44        2.19681
             85             85        50.3033        44.1667        2.19679
             86             86         50.461        44.3333        2.19677
             87             87        50.6318           44.5        2.19674
             88             88        50.7934        44.6667        2.19672
             89             89        50.9485        44.8333         2.1967
             90             90        51.1076             45        2.19668
             91             91        51.2783        45.1667        2.19667
             92             92        51.4451        45.3333        2.19665
             93             93         51.599           45.5        2.19663
             94             94        51.7619        45.6667        2.19661
             95             95        51.9352        45.8333        2.19659
             96             96         52.089             46        2.19657
             97             97        52.2467        46.1667        2.19655
             98             98        52.4135        46.3333        2.19653
             99             99        52.5751           46.5        2.19651
            100            100        52.7341        46.6667         2.1965
            101            101         52.897        46.8333        2.19649
            102            102        53.0612             47        2.19647
            103            103        53.2254        47.1667        2.19645
            104            104        53.3935        47.3333        2.19643
            105            105        53.5525           47.5        2.19639
            106            106         53.714        47.6667        2.19636
            107            107         53.873        47.8333        2.19634
            108            108        54.0385             48        2.19629
            109            109        54.1974        48.1667        2.19626
            110            110        54.3629        48.3333        2.19623
            111            111        54.5271           48.5        2.19621
            112            112        54.6847        48.6667         2.1962
            113            113        54.8333        48.8333        2.19619
            114            114        54.9935             49        2.19616
            115            115         55.172        49.1667        2.19614
            116            116        55.3349        49.3333        2.19612
            117            117        55.4964           49.5        2.19609
            118            118        55.6527        49.6667        2.19606
            119            119        55.8052        49.8333        2.19602
            120            120         55.981             50        2.19599
            121            121        56.1373        50.1667        2.19596
            122            122        56.2976        50.3333        2.19592
            123            123         56.463           50.5        2.19589
            124            124        56.6141        50.6667        2.19585
            125            125        56.7769        50.8333        2.19583
            126            126        56.9307             51        2.19585
            127            127        57.0883        51.1667        2.19591
            128            128        57.2576        51.3333        2.19599
            129            129        57.4061           51.5        2.19612
            130            130        57.5819        51.6667         2.1962
            131            131        57.7291        51.8333        2.19625
            132            132        57.8854             52        2.19629
            133            133        58.0612        52.1667        2.19626
            134            134        58.2045        52.3333        2.19622
            135            135        58.3712           52.5        2.19617
            136            136        58.5236        52.6667         2.1961
            137            137        58.6812        52.8333        2.19594
            138            138        58.8362             53        2.19583
            139            139        58.9859        53.1667        2.19573
            140            140        59.1526        53.3333        2.19563
            141            141        59.3063           53.5        2.19553
            142            142        59.4665        53.6667        2.19544
            143            143        59.6189        53.8333        2.19536
            144            144        59.7895             54        2.19528
            145            145        59.9353        54.1667        2.19521
            146            146        60.1033        54.3333        2.19514
            147            147        60.2622           54.5        2.19507
            148            148        60.4054        54.6667        2.19499
            149            149        60.5643        54.8333        2.19491
            150            150        60.7245             55        2.19483
            151            151        60.8833        55.1667        2.19476
            152            152        61.0357        55.3333        2.19468
            153            153         61.188           55.5        2.19461
            154            154        61.3482        55.6667        2.19454
            155            155        61.4954        55.8333        2.19447
            156            156        61.6555             56        2.19439
            157            157        61.8105        56.1667        2.19434
            158            158        61.9719        56.3333        2.19428
            159            159        62.1152           56.5        2.19422
            160            160         62.274        56.6667        2.19417
            161            161        62.4381        56.8333        2.19412
            162            162        62.5943             57        2.19409
            163            163        62.7427        57.1667        2.19405
            164            164        62.9042        57.3333        2.19401
            165            165        63.0487           57.5        2.19397
            166            166        63.2011        57.6667        2.19393
            167            167        63.3573        57.8333        2.19389
            168            168        63.5175             58        2.19384
            169            169        63.6698        58.1667         2.1938
            170            170        63.8234        58.3333        2.19374
            171            171        63.9731           58.5        2.19369
            172            172        64.1255        58.6667        2.19364
            173            173        64.2856        58.8333        2.19359
            174            174        64.4445             59        2.19354
            175            175        64.5877        59.1667         2.1935
            176            176          64.74        59.3333        2.19346
            177            177        64.9027           59.5        2.19341
            178            178         65.059        59.6667        2.19338
            179            179        65.2113        59.8333        2.19334
            180            180        65.3623             60         2.1933
            181            181        65.5263        60.1667        2.19326
            182            182        65.6708        60.3333        2.19321
            183            183        65.8231           60.5        2.19316
            184            184        65.9755        60.6667        2.19311
            185            185        66.1369        60.8333        2.19306
            186            186        66.2801             61          2.193
            187            187        66.4324        61.1667        2.19294
            188            188        66.5938        61.3333        2.19289
            189            189        66.7344           61.5        2.19284
            190            190        66.9023        61.6667        2.19279
            191            191        67.0416        61.8333        2.19275
            192            192        67.1952             62         2.1927
            193            193        67.3462        62.1667        2.19264
            194            194        67.4946        62.3333        2.19259
            195            195        67.6534           62.5         2.1926
            196            196         67.807        62.6667        2.19268
            197            197        67.9645        62.8333        2.19284
            198            198        68.1077             63        2.19306
            199            199        68.2717        63.1667        2.19347
            200            200        68.4214        63.3333        2.19378
            201            201        68.5803           63.5        2.19404
            202            202        68.7234        63.6667        2.19425
            203            203        68.8783        63.8333        2.19439
            204            204        69.0254             64        2.19444
            205            205        69.1777        64.1667        2.19441
            206            206        69.3326        64.3333        2.19433
            207            207        69.4824           64.5        2.19397
            208            208        69.6333        64.6667        2.19373
            209            209         69.783        64.8333        2.19351
            210            210         69.934             65        2.19328
            211            211        70.0876        65.1667        2.19303
            212            212        70.2412        65.3333        2.19281
            213            213        70.3909           65.5        2.19261
            214            214        70.5406        65.6667        2.19243
            215            215        70.6903        65.8333        2.19229
            216            216        70.8543             66        2.19215
            217            217        70.9961        66.1667        2.19202
            218            218        71.1484        66.3333         2.1919
            219            219        71.3033           66.5        2.19183
            220            220         71.453        66.6667        2.19174
            221            221        71.6001        66.8333        2.19164
            222            222        71.7497             67        2.19156
            223            223        71.8955        67.1667        2.19149
            224            224         72.053        67.3333        2.19142
            225            225        72.2092           67.5        2.19134
            226            226         72.355        67.6667        2.19127
            227            227         72.502        67.8333        2.19121
            228            228        72.6543             68        2.19115
            229            229        72.8066        68.1667        2.19109
            230            230        72.9615        68.3333        2.19103
            231            231        73.1138           68.5        2.19097
            232            232        73.2595        68.6667        2.19092
            233            233        73.4131        68.8333        2.19086
            234            234        73.5654             69         2.1908
            235            235        73.7085        69.1667        2.19074
            236            236        73.8569        69.3333        2.19067
            237            237        74.0183           69.5         2.1906
            238            238        74.1641        69.6667        2.19053
            239            239        74.3125        69.8333        2.19047
            240            240        74.4621             70         2.1904
            241            241        74.6183        70.1667        2.19035
            242            242         74.768        70.3333         2.1903
            243            243         74.919           70.5        2.19025
            244            244        75.0712        70.6667        2.19022
            245            245        75.2209        70.8333        2.19018
            246            246        75.3784             71        2.19014
            247            247         75.528        71.1667        2.19011
            248            248        75.6816        71.3333        2.19008
            249            249        75.8248           71.5        2.19004
            250            250        75.9796        71.6667           2.19
            251            251        76.1306        71.8333        2.18995
            252            252        76.2673             72         2.1899
            253            253        76.4169        72.1667        2.18985
            254            254        76.5705        72.3333         2.1898
            255            255        76.7202           72.5        2.18975
            256            256        76.8672        72.6667        2.18971
            257            257        77.0325        72.8333        2.18967
            258            258        77.1744             73        2.18963
            259            259        77.3266        73.1667        2.18959
            260            260        77.4776        73.3333        2.18956
            261            261        77.6273           73.5        2.18954
