Title                                                           03.02.2026 16:11
________________________________________________________________________________

Title


Curve Name:
  $D60-TN220-V70-TB80
  Sample Weight
Curve Values:
          Index              t             Ts             Tr          Value
                           [s]           [°C]           [°C]           [mg]
              0              0        36.6993             30        6.49937
              1              1        36.7211        30.1667        6.49906
              2              2        36.7441        30.3333        6.49886
              3              3        36.7815           30.5        6.49873
              4              4         36.854        30.6667        6.49861
              5              5        36.9382        30.8333        6.49862
              6              6        37.0367             31        6.49871
              7              7        37.1534        31.1667        6.49883
              8              8        37.2884        31.3333        6.49923
              9              9        37.4116           31.5        6.49945
             10             10        37.5504        31.6667        6.49961
             11             11        37.7048        31.8333        6.49975
             12             12         37.854             32        6.49978
             13             13        38.0045        32.1667        6.49982
             14             14        38.1575        32.3333        6.49983
             15             15        38.3275           32.5        6.49983
             16             16        38.4871        32.6667        6.49973
             17             17        38.6466        32.8333        6.49966
             18             18        38.8101             33        6.49958
             19             19        38.9748        33.1667        6.49948
             20             20        39.1408        33.3333        6.49939
             21             21        39.3042           33.5        6.49931
             22             22        39.4884        33.6667        6.49923
             23             23        39.6661        33.8333        6.49915
             24             24        39.8451             34        6.49908
             25             25         40.002        34.1667          6.499
             26             26        40.2018        34.3333        6.49891
             27             27        40.3716           34.5        6.49883
             28             28        40.5376        34.6667        6.49873
             29             29        40.7113        34.8333        6.49865
             30             30        40.8902             35        6.49856
             31             31        41.0613        35.1667        6.49848
             32             32        41.2363        35.3333        6.49842
             33             33        41.4087           35.5        6.49835
             34             34        41.5863        35.6667        6.49829
             35             35        41.7626        35.8333        6.49823
             36             36         41.948             36        6.49818
             37             37        42.1112        36.1667        6.49812
             38             38        42.2875        36.3333        6.49806
             39             39        42.4768           36.5        6.49799
             40             40        42.6322        36.6667        6.49792
             41             41        42.8058        36.8333        6.49785
             42             42        42.9768             37        6.49777
             43             43         43.153        37.1667        6.49769
             44             44        43.3306        37.3333         6.4976
             45             45        43.4989           37.5        6.49752
             46             46        43.6582        37.6667        6.49744
             47             47        43.8435        37.8333        6.49736
             48             48        43.9976             38        6.49729
             49             49        44.1763        38.1667        6.49722
             50             50        44.3447        38.3333        6.49715
             51             51        44.5222           38.5        6.49708
             52             52        44.6788        38.6667        6.49701
             53             53        44.8536        38.8333        6.49693
             54             54        45.0207             39        6.49685
             55             55        45.1786        39.1667        6.49677
             56             56        45.3534        39.3333        6.49669
             57             57        45.5074           39.5        6.49662
             58             58         45.677        39.6667        6.49656
             59             59        45.8466        39.8333        6.49649
             60             60        46.0175             40        6.49644
             61             61        46.1688        40.1667        6.49636
             62             62        46.3449        40.3333        6.49627
             63             63        46.5028           40.5        6.49618
             64             64        46.6645        40.6667        6.49608
             65             65        46.8276        40.8333          6.496
             66             66        46.9972             41        6.49592
             67             67        47.1498        41.1667        6.49585
             68             68        47.3193        41.3333        6.49578
             69             69        47.4837           41.5        6.49571
             70             70        47.6454        41.6667        6.49563
             71             71         47.811        41.8333        6.49555
             72             72        47.9766             42        6.49547
             73             73        48.1436        42.1667         6.4954
             74             74         48.287        42.3333        6.49534
             75             75        48.4566           42.5        6.49527
             76             76        48.6261        42.6667        6.49521
             77             77        48.7799        42.8333        6.49514
             78             78        48.9507             43        6.49508
             79             79        49.1111        43.1667        6.49501
             80             80        49.2793        43.3333        6.49494
             81             81         49.441           43.5        6.49487
             82             82        49.6066        43.6667        6.49479
             83             83        49.7539        43.8333        6.49473
             84             84        49.9247             44        6.49466
             85             85        50.0915        44.1667        6.49459
             86             86        50.2649        44.3333        6.49452
             87             87         50.424           44.5        6.49445
             88             88        50.5713        44.6667        6.49438
             89             89        50.7433        44.8333         6.4943
             90             90        50.9076             45        6.49423
             91             91        51.0536        45.1667        6.49416
             92             92         51.236        45.3333        6.49409
             93             93         51.395           45.5        6.49402
             94             94        51.5501        45.6667        6.49396
             95             95        51.7104        45.8333        6.49389
             96             96        51.8721             46        6.49383
             97             97        52.0428        46.1667        6.49377
             98             98        52.2044        46.3333        6.49371
             99             99        52.3673           46.5        6.49364
            100            100        52.5237        46.6667        6.49358
            101            101        52.6853        46.8333        6.49349
            102            102        52.8416             47        6.49341
            103            103        53.0163        47.1667        6.49332
            104            104        53.1687        47.3333        6.49324
            105            105        53.3316           47.5        6.49314
            106            106        53.4867        47.6667        6.49305
            107            107        53.6521        47.8333        6.49296
            108            108        53.8137             48        6.49288
            109            109         53.974        48.1667         6.4928
            110            110        54.1238        48.3333        6.49273
            111            111        54.2932           48.5        6.49266
            112            112        54.4574        48.6667        6.49259
            113            113        54.6176        48.8333        6.49253
            114            114        54.7844             49        6.49246
            115            115        54.9342        49.1667        6.49238
            116            116        55.0971        49.3333        6.49231
            117            117        55.2651           49.5        6.49222
            118            118        55.4254        49.6667        6.49214
            119            119        55.5869        49.8333        6.49205
            120            120        55.7445             50        6.49196
            121            121        55.9074        50.1667        6.49187
            122            122        56.0689        50.3333        6.49177
            123            123        56.2278           50.5        6.49167
            124            124        56.3919        50.6667        6.49157
            125            125        56.5392        50.8333        6.49146
            126            126        56.7085             51        6.49135
            127            127        56.8713        51.1667        6.49125
            128            128        57.0185        51.3333        6.49115
            129            129        57.1787           51.5        6.49106
            130            130        57.3415        51.6667        6.49097
            131            131        57.4991        51.8333        6.49088
            132            132        57.6697             52        6.49079
            133            133        57.8378        52.1667        6.49071
