Title                                                           03.02.2026 16:13
________________________________________________________________________________

Title


Curve Name:
  $D70-TN220-V70-TB80
  Sample Weight
Curve Values:
          Index              t             Ts             Tr          Value
                           [s]           [°C]           [°C]           [mg]
              0              0        36.7713             30        4.36933
              1              1        36.7878        30.1667        4.36901
              2              2         36.807        30.3333        4.36879
              3              3        36.8574           30.5        4.36865
              4              4        36.9338        30.6667        4.36855
              5              5        37.0375        30.8333        4.36858
              6              6        37.1477             31        4.36867
              7              7        37.2605        31.1667         4.3688
              8              8        37.3903        31.3333        4.36923
              9              9         37.533           31.5        4.36946
             10             10        37.6757        31.6667        4.36964
             11             11        37.8119        31.8333        4.36978
             12             12        37.9741             32        4.36982
             13             13        38.1402        32.1667        4.36987
             14             14        38.2998        32.3333        4.36989
             15             15        38.4581           32.5         4.3699
             16             16        38.6215        32.6667        4.36981
             17             17        38.7954        32.8333        4.36975
             18             18        38.9575             33        4.36969
             19             19         39.134        33.1667        4.36962
             20             20        39.2974        33.3333        4.36953
             21             21        39.4764           33.5        4.36945
             22             22        39.6502        33.6667        4.36937
             23             23        39.8188        33.8333         4.3693
             24             24        39.9991             34        4.36924
             25             25         40.169        34.1667        4.36919
             26             26        40.3362        34.3333        4.36916
             27             27         40.523           34.5        4.36913
             28             28        40.6876        34.6667        4.36912
             29             29        40.8535        34.8333        4.36909
             30             30        41.0312             35        4.36905
             31             31        41.2114        35.1667        4.36902
             32             32        41.3825        35.3333        4.36897
             33             33        41.5588           35.5        4.36893
             34             34        41.7299        35.6667        4.36888
             35             35        41.9062        35.8333        4.36883
             36             36        42.0811             36        4.36877
             37             37        42.2717        36.1667        4.36872
             38             38        42.4349        36.3333        4.36866
             39             39        42.6047           36.5         4.3686
             40             40        42.7744        36.6667        4.36853
             41             41        42.9559        36.8333        4.36846
             42             42        43.1217             37        4.36839
             43             43        43.2849        37.1667        4.36833
             44             44        43.4702        37.3333        4.36826
             45             45        43.6399           37.5        4.36819
             46             46         43.807        37.6667        4.36813
             47             47        43.9805        37.8333        4.36807
             48             48        44.1528             38        4.36801
             49             49        44.3095        38.1667        4.36797
             50             50        44.4817        38.3333        4.36793
             51             51        44.6357           38.5        4.36789
             52             52        44.8171        38.6667        4.36786
             53             53        44.9802        38.8333        4.36783
             54             54         45.146             39        4.36779
             55             55        45.2948        39.1667        4.36774
             56             56        45.4787        39.3333        4.36769
             57             57        45.6405           39.5        4.36762
             58             58        45.7945        39.6667        4.36756
             59             59        45.9615        39.8333         4.3675
             60             60        46.1324             40        4.36743
             61             61        46.2902        40.1667        4.36737
             62             62        46.4429        40.3333        4.36731
             63             63        46.6007           40.5        4.36724
             64             64         46.769        40.6667        4.36718
             65             65        46.9477        40.8333        4.36711
             66             66        47.1029             41        4.36704
             67             67        47.2582        41.1667        4.36697
             68             68        47.4147        41.3333         4.3669
             69             69        47.5933           41.5        4.36682
             70             70        47.7538        41.6667        4.36675
             71             71        47.9298        41.8333        4.36668
             72             72        48.0785             42        4.36661
             73             73        48.2506        42.1667        4.36654
             74             74        48.4045        42.3333        4.36647
             75             75        48.5727           42.5        4.36641
             76             76        48.7396        42.6667        4.36634
             77             77        48.8948        42.8333        4.36629
             78             78        49.0604             43        4.36625
             79             79        49.2312        43.1667         4.3662
             80             80        49.3825        43.3333        4.36616
             81             81        49.5402           43.5        4.36611
             82             82        49.7006        43.6667        4.36608
             83             83        49.8675        43.8333        4.36604
             84             84        50.0435             44          4.366
             85             85        50.2064        44.1667        4.36596
             86             86        50.3681        44.3333        4.36588
             87             87        50.5245           44.5        4.36582
             88             88        50.6848        44.6667        4.36576
             89             89        50.8491        44.8333        4.36571
             90             90        51.0081             45        4.36565
             91             91         51.175        45.1667         4.3656
             92             92         51.334        45.3333        4.36555
             93             93        51.5073           45.5         4.3655
             94             94        51.6559        45.6667        4.36548
             95             95        51.8214        45.8333        4.36544
             96             96        51.9739             46         4.3654
             97             97        52.1433        46.1667        4.36536
             98             98        52.3076        46.3333        4.36532
             99             99        52.4705           46.5        4.36528
            100            100         52.632        46.6667        4.36523
            101            101        52.7884        46.8333        4.36518
            102            102        52.9683             47        4.36511
            103            103        53.1155        47.1667        4.36505
            104            104        53.2719        47.3333        4.36499
            105            105        53.4426           47.5        4.36494
            106            106         53.599        47.6667        4.36488
            107            107        53.7631        47.8333        4.36482
            108            108        53.9247             48        4.36477
            109            109        54.0915        48.1667        4.36472
            110            110        54.2648        48.3333        4.36467
            111            111        54.4237           48.5        4.36462
            112            112        54.5801        48.6667        4.36457
            113            113        54.7234        48.8333        4.36451
            114            114        54.8967             49        4.36445
            115            115        55.0595        49.1667        4.36437
            116            116        55.2107        49.3333         4.3643
            117            117        55.3891           49.5        4.36423
            118            118        55.5402        49.6667        4.36415
            119            119        55.6966        49.8333        4.36406
            120            120        55.8698             50        4.36397
            121            121        56.0157        50.1667        4.36388
            122            122        56.1799        50.3333        4.36379
            123            123        56.3362           50.5        4.36369
            124            124        56.5029        50.6667         4.3636
            125            125        56.6644        50.8333        4.36351
            126            126        56.8182             51        4.36342
            127            127        56.9758        51.1667        4.36334
            128            128        57.1295        51.3333        4.36327
            129            129        57.2949           51.5         4.3632
            130            130         57.446        51.6667        4.36313
            131            131        57.6101        51.8333        4.36307
            132            132        57.7703             52          4.363
            133            133        57.9162        52.1667        4.36293
            134            134         58.079        52.3333        4.36287
            135            135         58.234           52.5        4.36281
            136            136        58.3981        52.6667        4.36274
            137            137        58.5557        52.8333        4.36268
            138            138        58.7055             53        4.36262
            139            139        58.8722        53.1667        4.36256
            140            140        59.0206        53.3333        4.36249
            141            141        59.1834           53.5        4.36242
            142            142        59.3423        53.6667        4.36235
            143            143        59.4999        53.8333        4.36227
            144            144         59.664             54         4.3622
            145            145        59.8203        54.1667        4.36213
            146            146        59.9778        54.3333        4.36207
            147            147        60.1354           54.5          4.362
            148            148        60.2969        54.6667        4.36193
            149            149        60.4453        54.8333        4.36186
