Title                                                           12.02.2026 15:56
________________________________________________________________________________

Title


Curve Name:
  $D60-TN200-V90-TB60
  Sample Weight
Curve Values:
          Index              t             Ts             Tr          Value
                           [s]           [°C]           [°C]           [mg]
              0              0         36.872             30        1.85947
              1              1        36.8847        30.1667        1.85923
              2              2        36.8973        30.3333        1.85909
              3              3        36.9399           30.5        1.85902
              4              4         37.002        30.6667        1.85899
              5              5        37.0966        30.8333        1.85907
              6              6        37.1951             31        1.85922
              7              7        37.3092        31.1667         1.8594
              8              8        37.4324        31.3333        1.85983
              9              9         37.553           31.5        1.86008
             10             10        37.6853        31.6667        1.86027
             11             11        37.8241        31.8333        1.86043
             12             12        37.9759             32        1.86046
             13             13        38.1277        32.1667        1.86051
             14             14        38.2925        32.3333        1.86052
             15             15        38.4468           32.5        1.86052
             16             16        38.6116        32.6667         1.8604
             17             17        38.7777        32.8333        1.86033
             18             18        38.9346             33        1.86025
             19             19        39.1019        33.1667        1.86017
             20             20        39.2588        33.3333        1.86006
             21             21        39.4457           33.5        1.85997
             22             22        39.6129        33.6667        1.85987
             23             23        39.7946        33.8333        1.85978
             24             24        39.9775             34        1.85969
             25             25        40.1434        34.1667         1.8596
             26             26         40.325        34.3333        1.85951
             27             27        40.4935           34.5        1.85942
             28             28        40.6816        34.6667        1.85933
             29             29        40.8605        34.8333        1.85925
             30             30        41.0291             35        1.85917
             31             31        41.2132        35.1667        1.85909
             32             32         41.396        35.3333        1.85902
             33             33        41.5684           35.5        1.85896
             34             34        41.7486        35.6667        1.85889
             35             35        41.9275        35.8333        1.85882
             36             36        42.1051             36        1.85877
             37             37        42.2865        36.1667        1.85871
             38             38         42.455        36.3333        1.85865
             39             39        42.6364           36.5        1.85858
             40             40        42.8127        36.6667        1.85852
             41             41        42.9824        36.8333        1.85846
             42             42        43.1508             37         1.8584
             43             43        43.3349        37.1667        1.85834
             44             44        43.5059        37.3333        1.85829
             45             45        43.6847           37.5        1.85823
             46             46        43.8583        37.6667        1.85816
             47             47        44.0305        37.8333         1.8581
             48             48        44.1963             38        1.85804
             49             49        44.3699        38.1667        1.85797
             50             50        44.5461        38.3333        1.85791
             51             51        44.7157           38.5        1.85784
             52             52        44.8853        38.6667        1.85778
             53             53        45.0537        38.8333        1.85771
             54             54        45.2233             39        1.85766
             55             55         45.389        39.1667         1.8576
             56             56        45.5625        39.3333        1.85755
             57             57        45.7322           39.5        1.85749
             58             58         45.894        39.6667        1.85743
             59             59        46.0583        39.8333        1.85737
             60             60        46.2305             40        1.85731
             61             61        46.3962        40.1667        1.85726
             62             62        46.5697        40.3333        1.85721
             63             63        46.7354           40.5        1.85716
             64             64        46.9011        40.6667        1.85713
             65             65         47.055        40.8333        1.85708
             66             66        47.2193             41        1.85704
             67             67        47.3785        41.1667          1.857
             68             68        47.5467        41.3333        1.85696
             69             69        47.7111           41.5        1.85693
             70             70        47.8702        41.6667        1.85689
             71             71        48.0475        41.8333        1.85685
             72             72        48.2184             42        1.85681
             73             73        48.3644        42.1667        1.85677
             74             74        48.5261        42.3333        1.85672
             75             75        48.6957           42.5        1.85667
             76             76        48.8443        42.6667        1.85662
             77             77        49.0216        42.8333        1.85658
             78             78        49.1872             43        1.85653
             79             79        49.3463        43.1667        1.85649
             80             80        49.5145        43.3333        1.85645
             81             81         49.671           43.5         1.8564
             82             82        49.8352        43.6667        1.85636
             83             83        50.0047        43.8333         1.8563
             84             84        50.1716             44        1.85625
             85             85        50.3423        44.1667        1.85619
             86             86        50.5092        44.3333        1.85614
             87             87        50.6539           44.5         1.8561
             88             88         50.826        44.6667        1.85605
             89             89        50.9941        44.8333          1.856
             90             90        51.1545             45        1.85595
             91             91        51.3239        45.1667         1.8559
             92             92        51.4816        45.3333        1.85585
             93             93        51.6511           45.5         1.8558
             94             94        51.8101        45.6667        1.85575
             95             95        51.9678        45.8333        1.85571
             96             96        52.1333             46        1.85566
             97             97        52.3027        46.1667         1.8556
             98             98         52.463        46.3333        1.85554
             99             99        52.6194           46.5        1.85549
            100            100        52.7745        46.6667        1.85543
            101            101        52.9439        46.8333        1.85537
            102            102        53.1042             47        1.85531
            103            103        53.2645        47.1667        1.85525
            104            104        53.4313        47.3333        1.85519
            105            105        53.5955           47.5        1.85514
            106            106        53.7557        47.6667        1.85509
            107            107        53.9212        47.8333        1.85504
            108            108        54.0815             48          1.855
            109            109        54.2417        48.1667        1.85496
            110            110        54.4059        48.3333        1.85492
            111            111        54.5649           48.5        1.85487
            112            112        54.7238        48.6667        1.85482
            113            113        54.9023        48.8333        1.85475
            114            114        55.0456             49         1.8547
            115            115        55.2176        49.1667        1.85464
            116            116        55.3817        49.3333        1.85459
            117            117         55.529           49.5        1.85453
            118            118        55.6944        49.6667        1.85448
            119            119        55.8507        49.8333        1.85443
            120            120        56.0097             50        1.85437
            121            121        56.1751        50.1667        1.85432
            122            122        56.3327        50.3333        1.85425
            123            123        56.4943           50.5        1.85419
