Title                                                           05.02.2026 12:00
________________________________________________________________________________

Title


Curve Name:
  $D80-TN240-V90-TB100
  Sample Weight
Curve Values:
          Index              t             Ts             Tr          Value
                           [s]           [°C]           [°C]           [mg]
              0              0        37.1029             30        1.73941
              1              1        37.1051        30.1667        1.73917
              2              2        37.1217        30.3333        1.73903
              3              3        37.1682           30.5        1.73897
              4              4        37.2355        30.6667        1.73897
              5              5        37.3262        30.8333        1.73905
              6              6        37.4286             31        1.73919
              7              7        37.5401        31.1667        1.73935
              8              8        37.6685        31.3333        1.73975
              9              9        37.8099           31.5        1.73999
             10             10         37.954        31.6667        1.74017
             11             11        38.0979        31.8333        1.74031
             12             12        38.2497             32        1.74035
             13             13         38.395        32.1667         1.7404
             14             14        38.5494        32.3333        1.74043
             15             15        38.7181           32.5        1.74044
             16             16        38.8828        32.6667        1.74037
             17             17        39.0359        32.8333        1.74033
             18             18        39.2084             33        1.74029
             19             19        39.3731        33.1667        1.74025
             20             20         39.547        33.3333        1.74019
             21             21        39.7208           33.5        1.74014
             22             22        39.8868        33.6667         1.7401
             23             23        40.0645        33.8333        1.74005
             24             24        40.2383             34           1.74
             25             25        40.4094        34.1667        1.73996
             26             26        40.5858        34.3333        1.73992
             27             27        40.7544           34.5        1.73988
             28             28        40.9255        34.6667        1.73985
             29             29        41.1044        34.8333        1.73982
             30             30        41.2964             35         1.7398
             31             31        41.4623        35.1667        1.73979
             32             32        41.6373        35.3333        1.73977
             33             33         41.811           35.5        1.73978
             34             34        41.9873        35.6667        1.73977
             35             35        42.1714        35.8333        1.73976
             36             36        42.3333             36        1.73975
             37             37        42.5083        36.1667        1.73974
             38             38        42.6755        36.3333        1.73972
             39             39        42.8517           36.5         1.7397
             40             40        43.0266        36.6667        1.73967
             41             41        43.2068        36.8333        1.73963
             42             42        43.3726             37         1.7396
             43             43        43.5384        37.1667        1.73956
             44             44        43.7081        37.3333        1.73952
             45             45        43.8856           37.5        1.73948
             46             46        44.0618        37.6667        1.73944
             47             47        44.2367        37.8333         1.7394
             48             48        44.3933             38        1.73937
             49             49        44.5734        38.1667        1.73934
             50             50         44.743        38.3333         1.7393
             51             51        44.9153           38.5        1.73927
             52             52        45.0758        38.6667        1.73924
             53             53        45.2455        38.8333        1.73922
             54             54        45.4099             39        1.73919
             55             55        45.5808        39.1667        1.73917
             56             56        45.7465        39.3333        1.73914
             57             57        45.9161           39.5        1.73913
             58             58        46.0675        39.6667        1.73911
             59             59        46.2488        39.8333        1.73909
             60             60        46.4106             40        1.73906
             61             61        46.5763        40.1667        1.73904
             62             62        46.7446        40.3333        1.73901
             63             63        46.8998           40.5        1.73897
             64             64        47.0681        40.6667        1.73894
             65             65         47.235        40.8333        1.73891
             66             66        47.4046             41        1.73887
             67             67        47.5585        41.1667        1.73883
             68             68        47.7359        41.3333        1.73879
             69             69        47.8989           41.5        1.73875
             70             70        48.0659        41.6667        1.73871
             71             71        48.2328        41.8333        1.73868
             72             72        48.3867             42        1.73865
             73             73        48.5484        42.1667        1.73861
             74             74        48.7062        42.3333        1.73859
             75             75        48.8809           42.5        1.73856
             76             76        49.0361        42.6667        1.73853
             77             77        49.2082        42.8333         1.7385
             78             78        49.3725             43        1.73847
             79             79        49.5355        43.1667        1.73845
             80             80        49.7023        43.3333        1.73843
             81             81        49.8601           43.5        1.73841
             82             82        50.0257        43.6667        1.73839
             83             83         50.203        43.8333        1.73836
             84             84        50.3581             44        1.73834
             85             85        50.5198        44.1667        1.73832
             86             86        50.6814        44.3333        1.73829
             87             87         50.847           44.5        1.73826
             88             88        51.0138        44.6667        1.73823
             89             89        51.1715        44.8333        1.73821
             90             90        51.3345             45        1.73818
             91             91        51.5052        45.1667        1.73816
             92             92        51.6721        45.3333        1.73813
             93             93        51.8272           45.5        1.73811
             94             94        51.9901        45.6667        1.73809
             95             95        52.1569        45.8333        1.73807
             96             96        52.3289             46        1.73806
             97             97        52.4814        46.1667        1.73804
             98             98        52.6456        46.3333        1.73803
             99             99        52.8007           46.5        1.73802
            100            100         52.974        46.6667        1.73801
            101            101        53.1369        46.8333        1.73799
            102            102        53.2933             47        1.73798
            103            103        53.4562        47.1667        1.73795
            104            104        53.6178        47.3333        1.73793
            105            105        53.7729           47.5         1.7379
            106            106        53.9279        47.6667        1.73787
            107            107        54.0999        47.8333        1.73783
            108            108        54.2589             48         1.7378
            109            109        54.4217        48.1667        1.73778
            110            110        54.5859        48.3333        1.73775
            111            111        54.7423           48.5        1.73773
            112            112        54.9025        48.6667        1.73771
            113            113        55.0562        48.8333        1.73769
            114            114        55.2139             49        1.73767
            115            115        55.3741        49.1667        1.73764
            116            116        55.5448        49.3333        1.73761
            117            117        55.6972           49.5        1.73759
            118            118        55.8575        49.6667        1.73756
            119            119        56.0151        49.8333        1.73753
            120            120        56.1779             50        1.73749
            121            121        56.3291        50.1667        1.73745
            122            122        56.4971        50.3333         1.7374
            123            123        56.6573           50.5        1.73735
            124            124        56.8162        50.6667        1.73731
            125            125         56.966        50.8333        1.73726
            126            126        57.1328             51        1.73721
            127            127        57.2878        51.1667        1.73716
            128            128        57.4454        51.3333        1.73712
            129            129        57.6186           51.5        1.73709
            130            130        57.7775        51.6667        1.73705
            131            131        57.9247        51.8333        1.73701
            132            132        58.0732             52        1.73699
            133            133        58.2399        52.1667        1.73696
            134            134         58.404        52.3333        1.73694
            135            135        58.5434           52.5        1.73691
            136            136        58.7114        52.6667        1.73689
            137            137        58.8742        52.8333        1.73687
            138            138        59.0266             53        1.73685
            139            139        59.1842        53.1667        1.73683
            140            140        59.3379        53.3333        1.73681
            141            141        59.4967           53.5        1.73679
            142            142        59.6517        53.6667        1.73676
            143            143        59.8028        53.8333        1.73673
            144            144        59.9604             54        1.73669
            145            145        60.1166        54.1667        1.73664
            146            146        60.2638        54.3333         1.7366
            147            147        60.4253           54.5        1.73656
            148            148        60.5828        54.6667        1.73651
            149            149         60.743        54.8333        1.73647
            150            150        60.8967             55        1.73643
            151            151        61.0529        55.1667        1.73639
            152            152         61.204        55.3333        1.73635
            153            153        61.3564           55.5        1.73632
            154            154        61.5113        55.6667        1.73634
            155            155        61.6663        55.8333        1.73645
            156            156        61.8212             56        1.73716
            157            157        61.9801        56.1667         1.7382
            158            158        62.1389        56.3333        1.73969
            159            159        62.3004           56.5        1.74151
            160            160        62.4462        56.6667        1.74423
            161            161        62.6207        56.8333        1.74612
            162            162        62.7783             57        1.74827
            163            163        62.9384        57.1667        1.75075
            164            164        63.0947        57.3333        1.75036
            165            165        63.2366           57.5        1.74749
            166            166        63.3993        57.6667        1.74564
            167            167        63.5348        57.8333        1.74433
            168            168        63.6962             58        1.74275
            169            169        63.8498        58.1667        1.74145
            170            170        63.9983        58.3333        1.74041
            171            171        64.1532           58.5        1.73952
            172            172         64.299        58.6667        1.73944
            173            173        64.4578        58.8333        1.73907
            174            174        64.6089             59        1.73873
            175            175        64.7534        59.1667        1.73844
            176            176        64.9057        59.3333        1.73843
            177            177        65.0736           59.5        1.73832
            178            178        65.2182        59.6667         1.7382
            179            179        65.3705        59.8333         1.7381
            180            180        65.5267             60        1.73806
            181            181        65.6803        60.1667          1.738
            182            182        65.8274        60.3333        1.73793
            183            183        65.9811           60.5        1.73786
            184            184        66.1334        60.6667        1.73781
            185            185        66.2844        60.8333        1.73776
            186            186         66.438             61         1.7377
            187            187        66.5929        61.1667        1.73765
            188            188        66.7413        61.3333        1.73761
            189            189        66.8897           61.5        1.73756
            190            190        67.0407        61.6667         1.7375
            191            191        67.1904        61.8333        1.73745
            192            192        67.3375             62        1.73739
            193            193         67.495        62.1667        1.73734
            194            194         67.646        62.3333         1.7373
            195            195        67.7957           62.5        1.73727
            196            196        67.9506        62.6667        1.73724
            197            197        68.1042        62.8333         1.7372
            198            198        68.2539             63        1.73716
            199            199        68.4075        63.1667        1.73712
            200            200        68.5585        63.3333        1.73707
            201            201        68.7043           63.5        1.73702
            202            202        68.8697        63.6667        1.73698
            203            203        69.0167        63.8333        1.73694
            204            204        69.1612             64         1.7369
            205            205        69.3109        64.1667        1.73687
            206            206        69.4554        64.3333        1.73683
            207            207        69.6116           64.5         1.7368
            208            208        69.7548        64.6667        1.73679
            209            209        69.9045        64.8333        1.73676
            210            210        70.0672             65        1.73674
            211            211        70.2091        65.1667        1.73671
            212            212        70.3549        65.3333        1.73667
            213            213        70.5084           65.5        1.73664
            214            214        70.6685        65.6667         1.7366
            215            215         70.813        65.8333        1.73656
            216            216        70.9562             66        1.73651
            217            217        71.1085        66.1667        1.73646
            218            218        71.2607        66.3333        1.73643
            219            219        71.4117           66.5        1.73639
            220            220         71.577        66.6667        1.73635
            221            221        71.7228        66.8333        1.73631
            222            222        71.8725             67        1.73627
            223            223        72.0183        67.1667        1.73623
            224            224        72.1758        67.3333        1.73618
            225            225         72.319           67.5        1.73614
            226            226        72.4673        67.6667        1.73609
            227            227        72.6261        67.8333        1.73605
            228            228        72.7732             68        1.73601
            229            229        72.9228        68.1667        1.73597
            230            230        73.0738        68.3333        1.73593
            231            231        73.2157           68.5        1.73589
            232            232        73.3654        68.6667        1.73586
            233            233        73.5125        68.8333        1.73582
            234            234        73.6725             69        1.73579
            235            235        73.8261        69.1667        1.73574
            236            236        73.9719        69.3333         1.7357
            237            237        74.1268           69.5        1.73566
            238            238        74.2817        69.6667        1.73562
            239            239        74.4196        69.8333        1.73558
            240            240        74.5706             70        1.73554
            241            241        74.7281        70.1667         1.7355
            242            242        74.8699        70.3333        1.73546
            243            243        75.0144           70.5        1.73543
            244            244        75.1667        70.6667         1.7354
            245            245        75.3242        70.8333        1.73536
            246            246        75.4751             71        1.73532
            247            247          75.63        71.1667        1.73529
            248            248        75.7771        71.3333        1.73524
            249            249        75.9345           71.5         1.7352
            250            250        76.0777        71.6667        1.73517
            251            251        76.2287        71.8333        1.73513
            252            252         76.377             72        1.73508
            253            253        76.5202        72.1667        1.73503
            254            254        76.6751        72.3333        1.73499
            255            255        76.8286           72.5        1.73495
            256            256        76.9731        72.6667         1.7349
            257            257        77.1306        72.8333        1.73486
            258            258         77.275             73        1.73483
            259            259        77.4169        73.1667        1.73479
            260            260        77.5705        73.3333        1.73477
            261            261        77.7188           73.5        1.73475
            262            262        77.8763        73.6667        1.73473
            263            263        78.0312        73.8333        1.73471
            264            264        78.1652             74        1.73469
            265            265        78.3162        74.1667        1.73467
            266            266        78.4711        74.3333        1.73463
            267            267         78.622           74.5        1.73458
            268            268        78.7769        74.6667        1.73454
            269            269        78.9266        74.8333        1.73447
            270            270        79.0866             75        1.73441
            271            271        79.2285        75.1667        1.73436
            272            272        79.3768        75.3333         1.7343
            273            273        79.5278           75.5        1.73425
            274            274        79.6814        75.6667         1.7342
            275            275        79.8297        75.8333        1.73415
            276            276        79.9794             76         1.7341
            277            277         80.129        76.1667        1.73404
            278            278        80.2683        76.3333        1.73398
            279            279        80.4284           76.5        1.73393
            280            280        80.5806        76.6667        1.73387
            281            281        80.7303        76.8333        1.73382
            282            282        80.8852             77        1.73377
            283            283        81.0166        77.1667        1.73374
            284            284        81.1754        77.3333         1.7337
            285            285        81.3237           77.5        1.73368
            286            286         81.476        77.6667        1.73364
            287            287        81.6256        77.8333         1.7336
            288            288        81.7857             78        1.73356
            289            289        81.9328        78.1667        1.73351
            290            290        82.0798        78.3333        1.73347
            291            291        82.2412           78.5        1.73343
            292            292        82.3909        78.6667        1.73337
            293            293        82.5366        78.8333        1.73332
            294            294         82.685             79        1.73327
            295            295        82.8333        79.1667        1.73322
            296            296        82.9817        79.3333        1.73317
            297            297        83.1366           79.5        1.73313
            298            298        83.2849        79.6667        1.73309
            299            299        83.4385        79.8333        1.73305
            300            300        83.5894             80        1.73301
            301            301        83.7391        80.1667        1.73298
            302            302        83.8939        80.3333        1.73297
            303            303        84.0462           80.5        1.73296
            304            304        84.1959        80.6667        1.73295
            305            305        84.3429        80.8333        1.73293
            306            306        84.4848             81        1.73292
            307            307        84.6253        81.1667        1.73289
            308            308        84.7828        81.3333        1.73286
            309            309        84.9454           81.5        1.73283
            310            310         85.099        81.6667        1.73278
            311            311        85.2526        81.8333        1.73273
            312            312        85.3996             82        1.73269
            313            313        85.5466        82.1667        1.73264
            314            314        85.7028        82.3333         1.7326
            315            315        85.8525           82.5        1.73256
            316            316        85.9995        82.6667        1.73252
            317            317        86.1544        82.8333        1.73249
            318            318        86.3014             83        1.73248
            319            319        86.4602        83.1667        1.73246
            320            320        86.6046        83.3333        1.73244
            321            321        86.7673           83.5        1.73242
            322            322        86.9157        83.6667         1.7324
            323            323        87.0653        83.8333        1.73238
            324            324        87.2189             84        1.73235
            325            325        87.3698        84.1667        1.73232
            326            326        87.5182        84.3333        1.73227
            327            327        87.6704           84.5        1.73223
            328            328        87.8162        84.6667        1.73218
            329            329        87.9658        84.8333        1.73214
            330            330        88.1233             85        1.73208
            331            331        88.2821        85.1667        1.73203
            332            332        88.4187        85.3333        1.73199
            333            333         88.571           85.5        1.73195
            334            334        88.7388        85.6667        1.73191
            335            335        88.8976        85.8333        1.73188
            336            336        89.0342             86        1.73185
            337            337        89.1787        86.1667        1.73181
            338            338        89.3322        86.3333        1.73177
            339            339        89.4845           86.5        1.73172
            340            340        89.6445        86.6667        1.73168
            341            341        89.7994        86.8333        1.73163
            342            342        89.9347             87        1.73159
            343            343        90.0818        87.1667        1.73154
            344            344        90.2392        87.3333         1.7315
            345            345         90.398           87.5        1.73146
            346            346        90.5529        87.6667        1.73142
            347            347        90.7038        87.8333        1.73139
            348            348        90.8509             88        1.73135
            349            349        90.9979        88.1667        1.73132
            350            350        91.1462        88.3333         1.7313
            351            351        91.3037           88.5        1.73127
            352            352        91.4638        88.6667        1.73125
            353            353        91.6108        88.8333        1.73122
            354            354        91.7618             89        1.73118
            355            355        91.9167        89.1667        1.73114
            356            356        92.0611        89.3333         1.7311
            357            357        92.2186           89.5        1.73105
            358            358        92.3682        89.6667          1.731
            359            359        92.5192        89.8333        1.73093
            360            360        92.6623             90        1.73087
            361            361        92.8172        90.1667        1.73082
            362            362        92.9694        90.3333        1.73076
            363            363        93.1256           90.5        1.73071
            364            364        93.2791        90.6667        1.73067
            365            365        93.4236        90.8333        1.73063
            366            366        93.5823             91        1.73059
            367            367        93.7307        91.1667        1.73055
            368            368        93.8882        91.3333        1.73052
            369            369        94.0339           91.5        1.73048
            370            370        94.1953        91.6667        1.73044
            371            371        94.3423        91.8333         1.7304
            372            372        94.4998             92        1.73035
            373            373        94.6533        92.1667         1.7303
            374            374         94.816        92.3333        1.73026
            375            375        94.9604           92.5        1.73021
            376            376        95.1114        92.6667        1.73016
            377            377        95.2636        92.8333        1.73011
            378            378        95.4133             93        1.73007
            379            379        95.5721        93.1667        1.73002
            380            380        95.7243        93.3333        1.72999
            381            381        95.8701           93.5        1.72995
            382            382        96.0275        93.6667        1.72991
            383            383        96.1759        93.8333        1.72988
