Title                                                           04.02.2026 16:47
________________________________________________________________________________

Title


Curve Name:
  $D70-TN240-V90-TB100 
  Sample Weight
Curve Values:
          Index              t             Ts             Tr          Value
                           [s]           [°C]           [°C]           [mg]
              0              0        36.4999             30        2.09939
              1              1        36.4931        30.1667         2.0991
              2              2         36.507        30.3333        2.09892
              3              3        36.5561           30.5        2.09881
              4              4        36.6208        30.6667        2.09874
              5              5        36.6985        30.8333         2.0988
              6              6        36.8009             31        2.09893
              7              7         36.919        31.1667        2.09909
              8              8        37.0357        31.3333        2.09954
              9              9        37.1498           31.5         2.0998
             10             10        37.2899        31.6667            2.1
             11             11        37.4222        31.8333        2.10017
             12             12        37.5597             32        2.10023
             13             13        37.7036        32.1667        2.10031
             14             14         37.858        32.3333        2.10036
             15             15        38.0137           32.5        2.10039
             16             16        38.1719        32.6667        2.10034
             17             17        38.3276        32.8333        2.10032
             18             18         38.478             33         2.1003
             19             19        38.6493        33.1667        2.10027
             20             20         38.814        33.3333        2.10022
             21             21        38.9696           33.5        2.10019
             22             22        39.1499        33.6667        2.10015
             23             23        39.3185        33.8333        2.10011
             24             24        39.5001             34        2.10008
             25             25        39.6595        34.1667        2.10004
             26             26        39.8216        34.3333            2.1
             27             27        39.9875           34.5        2.09996
             28             28          40.16        34.6667        2.09994
             29             29        40.3337        34.8333        2.09992
             30             30        40.5192             35         2.0999
             31             31        40.6812        35.1667        2.09989
             32             32        40.8536        35.3333        2.09988
             33             33        41.0299           35.5        2.09989
             34             34        41.1957        35.6667        2.09989
             35             35        41.3694        35.8333        2.09988
             36             36        41.5392             36        2.09988
             37             37        41.7089        36.1667        2.09987
             38             38        41.8878        36.3333        2.09986
             39             39        42.0563           36.5        2.09985
             40             40        42.2351        36.6667        2.09984
             41             41        42.4009        36.8333        2.09982
             42             42        42.5615             37        2.09979
             43             43        42.7364        37.1667        2.09976
             44             44          42.91        37.3333        2.09974
             45             45        43.0876           37.5         2.0997
             46             46        43.2468        37.6667        2.09967
             47             47        43.4191        37.8333        2.09964
             48             48         43.581             38        2.09961
             49             49        43.7493        38.1667         2.0996
             50             50        43.9177        38.3333        2.09958
             51             51         44.073           38.5        2.09956
             52             52        44.2349        38.6667        2.09953
             53             53        44.4045        38.8333        2.09951
             54             54        44.5807             39        2.09947
             55             55        44.7464        39.1667        2.09943
             56             56        44.9108        39.3333        2.09939
             57             57        45.0765           39.5        2.09934
             58             58        45.2357        39.6667        2.09927
             59             59        45.3988        39.8333        2.09921
             60             60         45.558             40        2.09915
             61             61        45.7184        40.1667        2.09909
             62             62        45.8789        40.3333        2.09902
             63             63        46.0433           40.5        2.09895
             64             64        46.2011        40.6667        2.09889
             65             65        46.3603        40.8333        2.09884
             66             66        46.5233             41        2.09881
             67             67        46.6864        41.1667        2.09878
             68             68        46.8429        41.3333        2.09875
             69             69        46.9903           41.5        2.09872
             70             70        47.1508        41.6667        2.09871
             71             71        47.3034        41.8333        2.09867
             72             72        47.4651             42        2.09863
             73             73        47.6255        42.1667        2.09858
             74             74        47.7807        42.3333         2.0985
             75             75        47.9411           42.5        2.09844
             76             76        48.0963        42.6667        2.09837
             77             77        48.2424        42.8333         2.0983
             78             78        48.4015             43        2.09822
             79             79        48.5514        43.1667        2.09815
             80             80        48.7144        43.3333        2.09808
             81             81        48.8657           43.5        2.09803
             82             82        49.0286        43.6667        2.09797
             83             83        49.1669        43.8333        2.09792
             84             84        49.3272             44        2.09788
             85             85        49.4798        44.1667        2.09784
             86             86        49.6362        44.3333        2.09781
             87             87        49.7823           44.5        2.09778
             88             88        49.9426        44.6667        2.09775
             89             89         50.099        44.8333        2.09771
             90             90        50.2568             45        2.09768
             91             91        50.4041        45.1667        2.09764
             92             92        50.5605        45.3333         2.0976
             93             93         50.713           45.5        2.09757
             94             94         50.859        45.6667        2.09754
             95             95        51.0102        45.8333        2.09751
             96             96        51.1588             46        2.09749
             97             97        51.3178        46.1667        2.09747
             98             98        51.4729        46.3333        2.09744
             99             99        51.6176           46.5        2.09743
            100            100        51.7662        46.6667         2.0974
            101            101        51.9161        46.8333        2.09738
            102            102        52.0607             47        2.09735
            103            103        52.2054        47.1667        2.09732
            104            104        52.3761        47.3333        2.09728
            105            105        52.5169           47.5        2.09725
            106            106         52.655        47.6667        2.09721
            107            107        52.8036        47.8333        2.09717
            108            108        52.9599             48        2.09713
            109            109        53.1059        48.1667        2.09709
            110            110         53.257        48.3333        2.09705
            111            111        53.4147           48.5        2.09701
            112            112        53.5567        48.6667        2.09697
            113            113        53.7066        48.8333        2.09693
            114            114         53.846             49        2.09689
            115            115        53.9985        49.1667        2.09686
            116            116        54.1418        49.3333        2.09682
            117            117         54.289           49.5        2.09678
            118            118        54.4427        49.6667        2.09674
            119            119        54.5913        49.8333         2.0967
            120            120        54.7372             50        2.09666
            121            121        54.8844        50.1667        2.09662
            122            122        55.0433        50.3333        2.09658
            123            123        55.1892           50.5        2.09655
            124            124        55.3312        50.6667        2.09653
            125            125        55.4928        50.8333         2.0965
            126            126        55.6374             51        2.09647
            127            127        55.7859        51.1667        2.09645
            128            128        55.9318        51.3333        2.09644
            129            129         56.079           51.5        2.09643
            130            130        56.2288        51.6667        2.09643
            131            131        56.3721        51.8333        2.09642
            132            132         56.518             52        2.09642
            133            133        56.6599        52.1667        2.09641
            134            134        56.8071        52.3333         2.0964
            135            135         56.953           52.5        2.09638
            136            136        57.1132        52.6667        2.09636
            137            137        57.2656        52.8333        2.09634
            138            138        57.4089             53        2.09632
            139            139        57.5483        53.1667         2.0963
            140            140        57.6993        53.3333        2.09627
            141            141        57.8452           53.5        2.09625
            142            142        57.9833        53.6667        2.09622
            143            143         58.133        53.8333         2.0962
            144            144        58.2945             54        2.09618
            145            145        58.4313        54.1667        2.09616
            146            146        58.5758        54.3333        2.09613
            147            147        58.7217           54.5        2.09611
            148            148         58.878        54.6667        2.09609
            149            149        59.0199        54.8333        2.09607
            150            150        59.1632             55        2.09605
            151            151        59.3103        55.1667        2.09603
            152            152        59.4562        55.3333        2.09602
            153            153        59.6229           55.5        2.09601
            154            154        59.7596        55.6667        2.09599
            155            155        59.9015        55.8333        2.09598
            156            156        60.0565             56        2.09596
            157            157        60.2023        56.1667        2.09593
            158            158        60.3417        56.3333        2.09591
            159            159        60.4966           56.5        2.09589
            160            160        60.6412        56.6667        2.09586
            161            161        60.7766        56.8333        2.09583
            162            162        60.9224             57        2.09581
            163            163        61.0735        57.1667         2.0958
            164            164        61.2219        57.3333        2.09579
            165            165        61.3716           57.5        2.09579
            166            166        61.5097        57.6667        2.09578
            167            167         61.662        57.8333        2.09576
            168            168        61.8143             58        2.09574
            169            169        61.9484        58.1667        2.09571
            170            170        62.0969        58.3333        2.09569
            171            171        62.2544           58.5        2.09569
            172            172        62.4041        58.6667        2.09568
            173            173        62.5408        58.8333        2.09568
            174            174         62.688             59        2.09567
            175            175        62.8338        59.1667        2.09566
            176            176        62.9939        59.3333        2.09565
            177            177        63.1371           59.5        2.09562
            178            178        63.2817        59.6667         2.0956
            179            179        63.4327        59.8333        2.09558
            180            180         63.572             60        2.09556
            181            181        63.7204        60.1667        2.09553
            182            182        63.8714        60.3333         2.0955
            183            183        64.0133           60.5        2.09547
            184            184        64.1578        60.6667        2.09543
            185            185        64.3049        60.8333        2.09539
            186            186        64.4494             61        2.09536
            187            187        64.6122        61.1667        2.09534
            188            188        64.7606        61.3333        2.09531
            189            189        64.8998           61.5        2.09529
            190            190         65.043        61.6667        2.09528
            191            191         65.198        61.8333        2.09527
            192            192         65.349             62        2.09525
            193            193        65.4922        62.1667        2.09523
            194            194        65.6458        62.3333        2.09521
            195            195        65.7798           62.5        2.09518
            196            196        65.9347        62.6667        2.09516
            197            197        66.0753        62.8333        2.09513
            198            198        66.2263             63         2.0951
            199            199        66.3786        63.1667        2.09508
            200            200        66.5309        63.3333        2.09506
            201            201         66.678           63.5        2.09504
            202            202        66.8238        63.6667        2.09502
            203            203        66.9696        63.8333          2.095
            204            204        67.1167             64        2.09496
            205            205        67.2586        64.1667        2.09493
            206            206         67.407        64.3333        2.09489
            207            207        67.5619           64.5        2.09486
            208            208        67.7024        64.6667        2.09483
            209            209        67.8495        64.8333        2.09481
            210            210        68.0096             65        2.09479
            211            211        68.1567        65.1667        2.09476
            212            212        68.2999        65.3333        2.09473
            213            213        68.4496           65.5        2.09471
            214            214        68.5954        65.6667        2.09468
            215            215         68.745        65.8333        2.09466
            216            216        68.8882             66        2.09464
            217            217        69.0405        66.1667        2.09462
            218            218        69.1889        66.3333         2.0946
            219            219        69.3373           66.5        2.09458
            220            220        69.4727        66.6667        2.09455
            221            221        69.6289        66.8333        2.09453
            222            222        69.7798             67         2.0945
            223            223        69.9386        67.1667        2.09447
            224            224        70.0753        67.3333        2.09444
            225            225         70.225           67.5        2.09441
            226            226        70.3812        67.6667        2.09438
            227            227        70.5204        67.8333        2.09435
            228            228        70.6636             68        2.09432
            229            229        70.8172        68.1667        2.09429
            230            230        70.9603        68.3333        2.09427
            231            231        71.1191           68.5        2.09425
            232            232        71.2636        68.6667        2.09423
            233            233        71.4133        68.8333        2.09421
            234            234        71.5591             69        2.09418
            235            235        71.7101        69.1667        2.09414
            236            236        71.8558        69.3333        2.09411
            237            237        72.0003           69.5        2.09407
            238            238        72.1591        69.6667        2.09403
            239            239        72.3048        69.8333        2.09399
            240            240        72.4558             70        2.09394
            241            241        72.6029        70.1667         2.0939
            242            242        72.7512        70.3333        2.09386
            243            243         72.897           70.5        2.09381
            244            244        73.0428        70.6667        2.09377
