Title                                                           16.02.2026 16:02
________________________________________________________________________________

Title


Curve Name:
  $D100-TN240-V90-TB100
  Sample Weight
Curve Values:
          Index              t             Ts             Tr          Value
                           [s]           [°C]           [°C]           [mg]
              0              0        36.5504             30        5.04924
              1              1        36.5656        30.1667        5.04886
              2              2        36.5887        30.3333        5.04861
              3              3        36.6404           30.5        5.04842
              4              4        36.7038        30.6667        5.04829
              5              5        36.7958        30.8333        5.04828
              6              6         36.893             31        5.04836
              7              7        37.0058        31.1667        5.04847
              8              8        37.1356        31.3333         5.0489
              9              9        37.2679           31.5        5.04914
             10             10        37.4002        31.6667        5.04931
             11             11        37.5572        31.8333        5.04945
             12             12        37.7012             32        5.04951
             13             13        37.8504        32.1667        5.04958
             14             14        38.0099        32.3333        5.04962
             15             15        38.1695           32.5        5.04963
             16             16          38.32        32.6667        5.04955
             17             17        38.4912        32.8333        5.04951
             18             18        38.6573             33        5.04946
             19             19        38.8363        33.1667         5.0494
             20             20        38.9971        33.3333        5.04931
             21             21        39.1696           33.5        5.04924
             22             22        39.3487        33.6667        5.04918
             23             23        39.5146        33.8333        5.04911
             24             24        39.6897             34        5.04905
             25             25        39.8557        34.1667        5.04899
             26             26        40.0347        34.3333        5.04893
             27             27        40.2136           34.5        5.04888
             28             28        40.3952        34.6667        5.04883
             29             29        40.5637        34.8333         5.0488
             30             30        40.7466             35        5.04876
             31             31        40.9229        35.1667        5.04872
             32             32        41.1018        35.3333        5.04869
             33             33        41.2729           35.5        5.04866
             34             34        41.4596        35.6667        5.04863
             35             35        41.6359        35.8333         5.0486
             36             36        41.7978             36        5.04857
             37             37        41.9845        36.1667        5.04854
             38             38        42.1503        36.3333         5.0485
             39             39        42.3214           36.5        5.04846
             40             40        42.5094        36.6667        5.04841
             41             41        42.6791        36.8333        5.04835
             42             42        42.8618             37        5.04828
             43             43        43.0146        37.1667        5.04821
             44             44        43.1934        37.3333        5.04815
             45             45        43.3683           37.5        5.04808
             46             46        43.5393        37.6667        5.04801
             47             47        43.7077        37.8333        5.04796
             48             48        43.8786             38         5.0479
             49             49        44.0574        38.1667        5.04787
             50             50        44.2219        38.3333        5.04782
             51             51        44.3941           38.5        5.04777
             52             52        44.5546        38.6667        5.04773
             53             53        44.7256        38.8333        5.04767
             54             54        44.8978             39        5.04761
             55             55        45.0648        39.1667        5.04755
             56             56        45.2267        39.3333        5.04748
             57             57        45.3924           39.5         5.0474
             58             58        45.5581        39.6667        5.04733
             59             59        45.7264        39.8333        5.04726
             60             60        45.9064             40         5.0472
             61             61        46.0695        40.1667        5.04712
             62             62        46.2182        40.3333        5.04704
             63             63        46.3826           40.5        5.04696
             64             64        46.5482        40.6667        5.04688
             65             65        46.7139        40.8333         5.0468
             66             66        46.8783             41        5.04672
             67             67        47.0439        41.1667        5.04664
             68             68        47.1913        41.3333        5.04657
             69             69        47.3609           41.5        5.04651
             70             70        47.5239        41.6667        5.04645
             71             71        47.6817        41.8333        5.04641
             72             72        47.8434             42        5.04636
             73             73         48.009        42.1667        5.04634
             74             74        48.1668        42.3333         5.0463
             75             75        48.3351           42.5        5.04626
             76             76        48.5033        42.6667        5.04622
             77             77        48.6636        42.8333        5.04619
             78             78        48.8227             43        5.04615
             79             79        48.9792        43.1667         5.0461
             80             80        49.1383        43.3333        5.04606
             81             81         49.313           43.5        5.04601
             82             82        49.4863        43.6667        5.04596
             83             83        49.6402        43.8333        5.04591
             84             84        49.8058             44        5.04586
             85             85        49.9596        44.1667         5.0458
             86             86        50.1317        44.3333        5.04575
             87             87        50.2933           44.5         5.0457
             88             88        50.4458        44.6667        5.04565
             89             89        50.6127        44.8333        5.04561
             90             90        50.7821             45        5.04556
             91             91        50.9373        45.1667        5.04552
             92             92        51.1028        45.3333        5.04548
             93             93        51.2618           45.5        5.04543
             94             94        51.4338        45.6667        5.04539
             95             95        51.5902        45.8333        5.04534
             96             96        51.7532             46        5.04529
             97             97        51.9187        46.1667        5.04524
             98             98        52.0751        46.3333         5.0452
             99             99        52.2458           46.5        5.04516
            100            100        52.4087        46.6667        5.04511
            101            101        52.5651        46.8333        5.04508
            102            102        52.7254             47        5.04504
            103            103         52.883        47.1667          5.045
            104            104        53.0563        47.3333        5.04495
            105            105        53.2218           47.5         5.0449
            106            106         53.373        47.6667        5.04485
            107            107        53.5346        47.8333         5.0448
            108            108           53.7             48        5.04475
            109            109        53.8642        48.1667         5.0447
            110            110        54.0206        48.3333        5.04466
            111            111        54.1964           48.5        5.04462
            112            112        54.3463        48.6667        5.04457
            113            113         54.513        48.8333        5.04453
            114            114        54.6733             49        5.04449
            115            115        54.8296        49.1667        5.04444
            116            116        54.9964        49.3333         5.0444
            117            117         55.154           49.5        5.04434
            118            118        55.3208        49.6667        5.04429
            119            119        55.4797        49.8333        5.04424
            120            120        55.6334             50        5.04418
            121            121        55.8054        50.1667        5.04411
            122            122        55.9682        50.3333        5.04405
            123            123        56.1232           50.5        5.04399
            124            124        56.2822        50.6667        5.04393
            125            125        56.4463        50.8333        5.04387
            126            126        56.6013             51         5.0438
            127            127        56.7641        51.1667        5.04374
            128            128        56.9256        51.3333        5.04368
            129            129        57.0885           51.5        5.04363
            130            130        57.2461        51.6667        5.04357
            131            131        57.3985        51.8333        5.04351
            132            132        57.5626             52        5.04346
            133            133        57.7202        52.1667        5.04341
